ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
7060,50000,2,2,3,30,2,2,0,0,0,0,40087,38281,34519,33965,33273,31960,0,1466,1282,1293,1257,3013,0
7061,120000,2,2,1,37,0,0,0,2,0,0,12006,13024,14795,14313,14762,14902,1171,1942,0,626,478,495,0
7065,50000,2,2,2,23,0,0,0,2,0,0,47020,48383,47231,20508,20584,19625,2139,2500,6,2000,2000,2000,1
7066,70000,2,1,2,25,0,0,0,0,0,0,8272,10128,11106,11443,10323,11150,2000,1163,500,376,1000,800,0
7071,80000,1,1,1,40,0,0,2,2,2,2,28054,31201,31594,30787,34513,34995,3600,1200,0,4246,1200,1500,1
7072,1.00E+05,1,1,2,32,1,2,2,0,0,0,95794,97390,94110,92823,68136,53170,4000,0,2000,2000,3000,0,0
7074,140000,2,2,2,31,3,3,2,2,2,2,124716,127047,128479,129869,132540,135201,5800,5000,5000,4900,5000,5000,1
7077,60000,2,2,1,42,0,0,0,0,0,0,61759,60399,38994,40338,40142,39904,2600,2000,2000,1614,1590,2000,0
7080,120000,2,3,1,42,-1,-1,-1,0,-1,0,2207,263,4531,1211,4015,2042,263,4531,0,4015,0,1007,0
7091,120000,2,2,2,29,0,0,0,0,0,0,114538,117171,115941,116877,117359,117029,6000,5500,4160,4120,4250,4380,0
7096,20000,2,2,2,23,0,0,0,0,2,0,4561,6474,8353,13192,14871,11536,2000,2000,5000,2000,1000,2000,0
7103,50000,1,3,2,35,0,0,0,-1,-1,-1,41646,43257,31473,1473,1473,3873,4000,5300,1473,1473,3873,390,0
7104,240000,2,5,1,44,0,0,0,0,0,0,47315,34623,34347,36082,32957,18797,3000,3500,9700,4000,6300,3000,0
7106,50000,1,3,2,47,0,0,0,0,0,0,48593,48653,15433,15037,10527,10736,1278,1469,463,381,383,398,0
7110,30000,2,2,2,28,0,0,0,0,2,2,28347,29880,29588,30687,25637,26468,2000,2000,2200,0,1800,0,0
7114,130000,2,2,1,31,0,0,0,0,0,0,32215,33690,34859,34051,32827,16702,2000,2000,2000,1000,2000,7131,0
7116,60000,2,2,2,48,0,0,0,0,0,0,86550,82592,77423,70653,22552,23708,3000,3000,3000,5000,3000,3000,0
7119,130000,2,1,2,30,2,2,2,2,2,0,124651,128263,129669,131057,128857,131469,7100,5000,5000,0,4928,4574,1
7126,220000,2,2,2,39,0,0,0,0,0,0,142186,141068,140391,140549,140303,140737,7000,7000,5006,6000,6312,6000,0
7127,20000,1,2,1,31,-1,-1,-1,-1,-1,-1,1572,1386,999,2640,1000,0,1386,1003,2640,1000,0,0,0
7131,130000,1,2,1,44,2,0,0,0,0,2,16357,17287,19992,22329,23964,23428,1500,3000,3000,2000,0,1500,1
7137,150000,2,3,1,29,0,0,0,0,0,0,118025,120493,123087,124843,127431,130008,4278,4500,3700,3716,3768,4000,0
7138,180000,1,1,1,38,2,2,2,2,2,2,47276,49256,50186,51102,52178,53213,3000,2000,2000,2000,2000,2100,1
7139,50000,1,2,2,22,0,0,0,0,0,0,55100,52440,47080,15718,13674,15145,2372,2149,1203,2000,1716,628,0
7140,10000,2,3,1,48,0,0,0,0,0,0,7863,8504,8162,6978,2278,0,1172,1000,186,0,0,0,0
7141,1.00E+05,2,2,2,24,0,0,0,0,0,0,94056,96272,97464,80034,80533,77479,3730,3033,2676,2796,2806,2379,0
7144,30000,1,2,1,39,0,0,0,0,2,0,19643,20721,21867,24291,23766,23696,1700,1800,3100,0,565,98,1
7146,1.00E+05,1,2,2,35,2,2,2,0,0,2,24524,27313,26580,26840,28810,28966,3500,0,1000,2400,780,2400,0
7148,140000,2,2,1,42,0,-1,-1,0,0,0,3726,2826,1646,4650,5764,7116,2846,1646,4500,3000,3000,1838,0
7150,380000,1,1,2,27,-1,2,-1,-1,-1,-1,2501,1138,966,1258,1121,1362,0,966,1500,1121,1362,1472,0
7151,230000,2,3,1,54,-1,-1,-1,-1,-1,-1,1227,784,1854,396,1950,1099,784,1854,396,1950,1099,2040,0
7153,210000,2,1,1,34,0,0,0,0,0,0,74261,75602,76062,76287,76971,77737,3500,3300,3000,3000,3000,3000,0
7155,70000,2,3,1,27,2,2,2,2,2,2,27241,30416,29628,32350,33218,32532,3628,0,3218,1532,0,2257,1
7157,50000,1,2,2,30,0,0,0,0,0,0,49259,47114,83908,18801,16494,19191,2500,3320,2000,1000,3000,1000,0
7159,180000,2,2,2,30,0,0,0,0,0,0,63182,64274,55112,56394,57577,58564,2166,2002,2200,2242,2100,2330,0
7161,60000,1,1,2,24,0,0,0,0,0,0,20873,22228,22691,22816,26587,22917,2000,1246,720,4780,1700,4000,0
7163,90000,2,2,1,26,2,0,0,0,0,0,89947,91929,88433,88010,87814,87831,5000,4300,3500,3500,3700,3100,0
7164,20000,1,2,1,43,0,0,0,0,0,0,14102,14870,16116,16436,16781,17112,1300,1500,588,610,611,788,0
7179,1.00E+05,2,3,1,33,0,0,2,0,0,2,32526,37106,36260,36995,39355,39982,5396,0,1285,2916,1368,0,0
7188,20000,1,2,2,25,1,2,2,2,2,0,19242,20339,19707,20899,20450,20197,1700,0,1800,0,1000,900,0
7190,120000,2,1,2,33,0,0,0,0,0,0,53087,54805,55308,56407,57753,60130,2572,2009,2020,2256,3500,1739,0
7192,20000,1,2,1,42,0,0,0,0,0,0,18317,18455,19399,19962,14938,3039,1500,1400,1009,307,1200,0,0
7193,60000,2,2,1,49,1,2,2,2,0,0,17013,18440,18841,18241,18946,20634,2000,1000,0,1000,2000,0,1
7198,1.00E+05,2,3,1,39,0,0,0,0,0,0,39667,40704,41718,41536,42243,42929,1649,1663,1471,1360,1212,4472,0
7199,20000,1,1,1,53,0,0,0,0,0,0,13605,14629,15640,15950,16130,17011,1249,1260,570,436,1150,1000,0
7200,2.00E+05,2,2,1,33,0,0,0,0,0,0,23762,25944,26988,25237,22131,13774,4000,2000,600,3000,4000,100,0
7203,150000,1,1,2,26,0,0,0,2,0,0,29712,28045,31732,26989,33624,29786,3200,6300,0,10000,2000,2000,0
7204,50000,1,2,1,50,0,0,0,0,0,0,47721,48993,50280,18762,18290,19165,2037,2324,1000,1000,1165,1596,0
7213,180000,1,2,1,43,-1,0,0,0,0,0,4425,5546,6363,7363,3723,2645,1200,1000,1000,1000,500,1000,1
7214,140000,1,1,2,32,-1,-1,2,2,2,-1,9556,6434,5413,5841,5215,8671,3000,0,5000,0,8671,7000,0
7220,160000,2,2,1,26,-1,-1,-1,-1,-1,-1,1319,3934,399,690,590,0,3941,399,690,590,0,1926,1
7225,140000,2,2,1,37,-1,-1,-1,-1,-1,-1,330,330,330,330,330,947,330,330,330,330,947,2389,0
7226,150000,1,1,2,33,0,0,0,0,0,0,78038,63176,52807,34199,32061,23682,5000,10116,5000,6000,3000,7000,0
7227,130000,1,1,1,45,0,0,0,0,0,0,58180,59134,61156,62377,63832,65099,2886,2908,2129,2354,2366,2291,0
7230,30000,2,1,2,24,0,0,0,0,0,0,27181,26849,27594,28157,28723,28059,2000,1500,1000,1000,1000,1000,0
7234,20000,1,1,2,38,0,0,0,0,2,0,16787,17912,18706,20086,19632,20160,1700,1400,1684,0,1000,850,0
7236,20000,2,2,2,53,0,0,0,0,0,0,8847,10202,11227,11145,11381,12191,1500,1500,400,416,1002,0,0
7242,60000,2,1,2,24,0,0,0,0,0,0,48890,43651,34358,34986,35770,36622,2000,1800,1500,1500,1600,1500,0
7244,10000,1,3,2,33,-1,-1,-1,-1,-1,-1,1655,1473,390,390,540,150,1473,390,390,540,150,3780,1
7245,2.00E+05,2,2,1,52,-1,-1,2,-1,-1,2,316,632,316,782,782,316,632,0,782,316,0,632,1
7255,60000,1,3,3,43,0,0,0,0,0,0,70367,66657,63553,59633,55689,52778,2415,3000,2125,2007,3000,1758,0
7256,210000,2,1,1,54,0,0,0,0,0,-1,16355,18063,18077,14113,7049,2026,3000,2000,3000,150,2026,1026,0
7259,210000,2,2,1,35,0,0,-1,-1,-1,0,25806,5861,1666,1010,300,300,1035,1666,1010,300,0,4817,0
7262,10000,1,1,2,25,0,0,2,3,2,0,6005,8891,9389,9111,8837,8135,3000,800,0,0,500,500,0
7263,140000,2,1,2,32,0,0,0,0,2,2,142043,0,137909,138999,137275,136141,7000,0,5000,9100,3400,0,0
7264,1.00E+05,2,1,2,33,1,2,0,0,0,0,55066,53612,54720,55808,56976,58108,0,2000,1998,2068,2079,2155,0
7269,20000,1,2,2,36,2,2,2,0,0,0,10360,13336,13307,13633,15054,16505,3467,486,545,1639,1700,1504,0
7271,1.00E+05,2,1,2,38,2,2,2,2,2,2,37160,39750,40298,40835,41529,42697,3500,1500,1500,1500,2000,1500,1
7275,360000,2,1,2,33,-1,-1,-1,0,0,-1,1616,3700,6562,3730,420,699,3700,6562,0,0,699,6041,0
7276,60000,2,2,1,35,0,0,0,0,0,2,27892,29438,32620,33274,35732,35008,2000,4000,1197,3000,0,1400,0
7284,50000,1,3,1,54,0,0,0,3,2,2,34301,35450,39455,38564,37842,40342,1700,4630,0,0,3105,0,1
7287,80000,1,1,2,26,0,0,0,0,0,0,77397,77839,69534,60747,52280,43461,3328,2811,1192,1516,2316,1500,0
7288,150000,2,3,1,34,0,0,-1,-1,-1,-1,19130,10000,8000,0,10000,0,1000,8000,2000,10000,0,0,0
7290,20000,1,2,2,33,0,0,0,0,0,0,36658,19253,20179,18800,19500,0,4000,1409,0,1000,0,0,0
7295,130000,2,2,1,45,0,0,0,0,0,0,79277,63767,62599,51950,44189,38034,3500,3022,2000,2000,2000,2000,0
7297,340000,2,1,2,35,-1,-1,-1,-1,-1,-1,317,3074,3002,2613,1806,1989,3074,3002,2613,1806,1989,3370,0
7299,110000,2,1,1,57,0,0,0,0,0,0,16090,17522,18426,19117,19655,20329,2000,1500,1000,1000,1000,1000,0
7300,90000,2,3,1,49,0,0,0,0,0,-1,10242,10930,10549,9421,6851,2133,2006,2012,3022,2020,2139,2006,0
7301,10000,2,1,2,26,0,-1,-1,0,0,0,9459,231,3364,6129,9009,9188,231,5000,3000,3000,329,340,0
7305,180000,2,2,1,37,0,0,0,0,0,0,78089,75159,76602,76896,78588,77770,3333,3310,2900,3040,3500,2300,0
7308,30000,2,3,2,33,1,2,2,0,0,2,24457,25474,26241,25388,26377,27794,1716,1500,911,1400,2000,0,1
7311,90000,2,2,2,23,2,3,3,2,2,2,82623,86621,84369,82117,84395,85739,5900,0,0,3600,2900,3500,1
7312,80000,2,2,3,30,0,0,0,0,0,0,11976,10010,10982,11325,11569,10303,1185,1157,500,400,500,5000,0
7315,90000,2,1,1,28,-1,0,0,0,0,0,12759,10941,10420,14420,9855,9097,5000,6000,4000,5000,3500,5000,1
7318,1.00E+05,1,1,2,54,0,0,0,0,0,0,99932,42389,41842,40291,40556,40534,1712,1639,1418,1618,1529,1414,0
7325,50000,2,2,1,40,0,0,0,0,-1,-1,21696,8987,9604,9800,500,0,1383,1000,196,500,0,0,0
7326,140000,2,2,2,31,0,0,0,0,0,0,50822,52468,52238,53368,56488,58542,2473,2000,2000,4000,3000,2000,0
7327,360000,2,2,1,30,0,0,-1,-1,-1,-1,6419,5290,1330,2255,4164,0,1067,1341,2255,4164,0,211,0
7335,30000,2,3,1,54,0,0,0,0,2,2,17708,18734,19442,20741,21162,20671,1615,1323,1622,900,0,765,0
7337,50000,1,2,2,25,0,-1,-1,-1,-1,-1,1582,300,591,441,741,441,300,591,441,741,441,291,0
7340,110000,1,3,1,35,2,0,0,0,2,2,67591,69773,71886,76767,78462,79890,3200,3200,6000,3000,2800,3200,1
7341,240000,2,1,2,28,0,0,0,0,0,0,168068,168685,94520,14422,12552,20550,6042,3558,1000,600,10550,9000,0
7342,50000,2,2,1,34,0,0,0,0,0,0,49940,50761,49009,14275,17251,15077,2128,1344,505,5585,556,563,0
7343,20000,2,1,3,51,-1,-1,-1,-1,-1,-1,3680,0,543,780,2500,0,0,543,780,2500,0,0,0
7345,1.00E+05,2,3,2,50,0,0,2,0,0,0,84027,88734,86369,89994,89681,89849,7500,0,5001,3390,4000,10000,0
7347,170000,2,1,1,40,-1,-1,-1,-1,-1,-1,511,997,2446,720,236,210,1001,2446,720,236,210,52,0
7348,150000,2,2,2,23,0,0,0,0,0,0,7795,13821,6640,5831,10514,5432,7000,1000,1070,6000,2432,116,0
7349,30000,1,2,1,48,0,0,0,0,0,0,46780,38099,38600,29400,30000,0,1899,1400,1188,600,0,0,0
7350,80000,1,2,2,41,2,0,0,0,0,0,80140,80627,80668,49233,48737,48280,3253,3211,1691,1721,1800,1576,1
7352,210000,2,2,2,30,0,0,2,2,2,0,89670,94043,85022,90779,84209,70162,7500,103,10000,0,3000,2000,0
7355,20000,1,2,2,23,0,0,0,0,0,0,18497,15172,17488,17923,16838,18535,1900,2900,1000,800,2000,1000,0
7356,70000,2,3,1,26,0,0,0,0,0,0,71147,72227,71078,50777,50841,50682,3800,3200,1950,2000,1828,2200,0
7359,150000,2,2,2,27,0,0,0,0,0,0,146778,139111,134382,134593,91112,68482,6554,10000,4749,3304,2285,700,0
7361,220000,2,2,1,54,-1,-1,0,-1,-1,2,264,1138,3874,264,3105,2074,1138,3000,264,3105,0,264,0
7368,1.00E+05,2,2,1,37,-1,0,0,0,0,0,87055,84712,76202,72368,71384,70346,3000,3403,2656,2500,2600,3000,0
7369,30000,2,2,2,27,2,2,2,2,2,2,15191,16144,16383,16518,16907,17279,1500,800,700,800,800,800,1
7373,50000,2,2,1,34,0,0,0,0,0,0,95380,48764,50711,50389,49030,50045,2140,3082,1760,1926,1980,1750,0
7375,180000,1,2,2,38,-1,-1,2,0,0,0,54198,54173,52687,52096,51508,50867,4400,0,2000,2000,2000,3000,1
7376,130000,2,2,1,27,2,0,0,2,0,0,54921,55055,54804,52439,52609,52739,2000,6844,0,2071,2115,1640,0
7379,260000,2,1,2,30,0,0,0,0,0,0,89538,82621,78236,49417,21226,23174,4000,2092,1333,769,2300,0,0
7383,180000,2,1,1,47,-1,-1,-1,-1,0,-1,807,4246,2727,5507,1382,538,4246,2727,5507,0,538,304,0
7384,60000,1,2,1,54,2,2,0,0,0,0,61493,58784,54087,37613,39038,37814,55,2400,1316,2000,1531,1477,0
7386,10000,2,3,1,49,0,0,0,0,0,0,6904,7841,9635,17622,8991,0,1206,2000,176,360,0,0,0
7388,50000,2,3,2,55,0,0,0,0,0,0,45698,49270,48186,20127,18988,19942,6000,2044,3150,1000,3000,905,0
7392,130000,2,3,2,25,-1,-1,-1,-1,-1,-1,250,174,1214,1125,139,0,174,1214,1125,139,0,391,0
7397,2.00E+05,2,2,1,37,-1,2,-1,-1,-1,-1,2681,1273,2192,430,430,6136,0,2192,430,430,6136,2923,1
7400,40000,2,1,2,26,2,2,2,2,2,0,27255,26532,29089,28522,28914,29482,0,3000,200,1000,1200,1300,1
7401,80000,2,2,2,29,0,0,0,0,0,0,12393,14187,13263,11045,10259,5773,2022,1308,506,1516,1000,1000,0
7402,20000,1,3,2,23,0,0,0,0,0,0,17030,18064,19046,19221,18603,19075,1315,1297,672,675,781,734,0
7403,250000,2,2,2,24,-1,-1,-1,0,0,-1,956,1339,2617,1817,975,1141,1339,2617,0,0,1141,1720,1
7412,50000,2,5,1,32,0,0,0,0,0,0,10335,9538,6793,13864,5243,5391,1200,1024,163,146,2000,1000,0
7414,230000,2,1,1,36,-1,-1,-1,-1,-1,-1,2078,380,2100,530,2282,1390,380,2100,530,2282,1390,380,0
7416,20000,1,2,1,42,0,0,2,0,0,2,16070,19107,18506,18802,20199,19394,3300,0,900,1700,0,253,0
7420,80000,1,1,2,29,-1,-1,2,0,0,0,2946,4599,1863,3309,1446,390,4599,0,1446,0,0,2493,0
7423,60000,2,1,2,25,0,0,0,2,2,2,24066,24786,27050,26317,28200,28762,1414,2678,0,2310,1173,0,0
7424,50000,1,2,1,51,0,-1,-1,0,0,0,113247,108550,118310,9904,9905,9974,3000,10510,4000,500,1000,2000,0
7426,180000,2,1,1,38,1,2,0,0,0,0,114413,111165,117004,119542,122452,130293,0,10000,6000,5000,10000,6500,0
7428,150000,1,1,2,32,0,0,2,2,2,0,52582,57496,55705,57210,57084,13194,6395,0,2100,222,1000,650,1
7429,130000,2,1,2,32,0,0,0,0,0,0,126080,129104,130745,127344,127809,119976,7000,8000,5000,4500,4500,5000,0
7437,30000,2,1,2,24,2,2,2,0,0,0,12324,15628,15069,15868,16657,13998,4500,0,1000,1000,668,203,1
7439,30000,2,2,1,43,-1,0,0,0,0,0,25166,26195,27209,27924,30204,30000,1437,1451,1166,2900,600,0,0
7441,50000,2,2,2,38,0,0,-1,0,0,-1,2410,0,4494,3034,2327,5892,0,4494,61,47,5892,164,0
7446,50000,2,3,2,51,0,0,0,0,0,0,25577,26352,16846,17562,18275,18711,1269,1284,1000,1000,740,1000,0
7448,240000,2,2,1,31,2,0,0,0,0,0,71876,72382,72155,72543,73011,73484,3100,2400,2367,2435,2500,3000,1
7450,60000,2,3,2,26,0,0,0,0,0,0,38726,39764,41084,41741,42461,43457,1663,1983,1640,1542,1703,1758,0
7458,1.00E+05,2,2,1,34,0,0,0,0,0,0,102724,100186,102604,101856,101105,101071,4600,5000,4000,4000,4200,3800,0
7459,80000,2,2,1,37,1,2,-1,-1,-1,-1,2626,2410,3237,2760,914,0,0,3237,2760,914,0,0,0
7462,90000,1,1,2,52,0,0,0,0,0,0,91656,87106,48730,27535,27751,29923,5110,2000,3000,1000,3000,3000,0
7465,1.00E+05,2,2,2,25,0,0,0,-1,-1,-1,8791,4910,0,674,0,980,1000,0,674,0,980,4413,0
7470,230000,2,2,1,35,0,0,0,0,0,0,76050,76921,65452,61129,55199,55380,3000,4000,3000,3000,2000,3000,0
7475,20000,1,2,2,30,2,2,2,0,0,0,20586,20568,20185,20016,20044,20172,1300,700,700,1700,1600,700,1
7478,170000,1,2,2,31,-1,-1,-1,-1,0,-1,2908,3408,2908,9283,2908,2908,3408,2908,9283,0,2908,7163,0
7479,1.00E+05,2,3,1,44,0,0,0,0,0,0,80808,77825,70721,69603,65499,62296,3025,3000,3000,3000,3000,3000,0
7480,50000,1,2,2,39,0,0,0,0,0,0,48493,49073,50370,29862,29275,29535,2109,2406,1278,1036,1115,947,0
7481,110000,1,2,2,28,2,2,2,2,0,0,111541,113676,114223,110876,107710,90071,5400,4000,0,4000,3700,4000,1
7482,20000,2,1,2,23,0,0,2,0,0,0,11672,8584,8279,8444,8621,8868,2424,0,284,294,371,500,0
7483,70000,2,3,2,26,0,0,0,0,0,0,28995,30131,31610,37209,40749,40541,1600,2000,7000,5000,1500,1500,0
7485,30000,1,2,2,28,2,2,2,2,0,0,35991,35751,34639,32493,32001,33064,2000,1200,0,1500,3100,0,1
7489,80000,1,2,2,27,0,0,0,0,0,0,78406,52520,27543,51180,27017,28560,1500,3024,1200,2000,2000,1000,0
7490,2.00E+05,2,3,1,40,0,0,0,0,0,2,158809,150904,144302,137700,135443,128229,5380,5141,5032,9400,4400,0,0
7492,30000,1,2,1,33,0,0,0,0,0,0,23900,25507,26489,27017,56186,29146,2000,1418,946,1437,3000,0,0
7493,50000,2,3,1,42,0,0,0,0,0,0,13436,14460,15472,15778,16109,16427,1246,1258,564,585,586,608,0
7501,5.00E+05,2,1,2,30,1,-1,2,-1,-1,-1,17144,2447,1221,1157,1133,2107,3678,6,1162,1133,1010,5,0
7503,20000,2,2,1,29,-1,-1,-1,-1,0,0,1473,390,390,870,480,780,390,390,870,0,300,1500,0
7504,30000,2,2,2,23,2,2,2,0,0,2,21034,27321,26589,27050,29446,28825,7000,0,1200,3000,0,2000,1
7509,10000,2,3,2,51,0,0,0,0,0,0,53095,54562,5428,7928,6091,0,2134,1000,2500,122,0,0,0
7519,160000,1,2,2,37,0,0,0,0,0,0,119165,118392,117553,113256,112678,111924,6008,6011,3606,3803,4003,3311,0
7522,80000,2,2,1,45,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0
7526,280000,2,3,1,53,0,0,2,0,0,0,4405,7322,7043,8932,9654,10774,3000,0,2000,1000,2000,2000,0
7528,50000,1,2,2,49,0,0,0,2,2,2,7282,8307,9709,9404,10254,9940,1300,1700,0,1000,0,200,0
7530,180000,2,3,2,27,-1,-1,-1,-1,-1,-1,3898,0,715,4079,0,213,0,715,6942,0,213,0,0
7538,140000,2,2,2,38,0,0,0,0,0,2,141453,132415,130305,79775,74462,74954,8000,3100,3000,5417,0,500,0
7539,80000,1,1,2,27,0,0,2,0,0,0,77111,81555,72868,55780,53523,54679,6384,0,2100,2100,2200,2200,0
7545,50000,2,1,2,22,0,0,0,0,0,0,49077,47610,46490,21056,20425,20632,2610,2609,715,930,2000,770,0
7547,350000,1,1,2,35,-1,-1,2,2,2,-1,3260,4248,785,135,0,1006,4273,0,0,1006,1006,0,0
7549,80000,2,2,2,23,2,2,2,0,0,2,20661,22515,23339,23654,25119,24567,2500,1500,1000,2000,0,1058,0
7552,2.00E+05,1,3,1,44,0,0,0,0,0,0,69106,70393,73220,74419,76078,77822,3000,4000,3000,3000,3000,3000,0
7555,50000,1,2,2,31,1,2,0,0,0,0,18190,12521,14308,14769,15925,15441,0,2000,1000,1542,764,3000,0
7560,130000,2,2,1,40,-1,-1,-1,0,-1,-1,1445,1445,1651,1651,390,0,1445,1651,0,390,0,780,0
7562,70000,2,3,2,29,-1,-1,2,0,0,0,24336,25510,24726,25377,24818,14978,3010,0,875,600,1000,600,0
7563,120000,2,2,2,27,0,0,0,0,0,2,36175,37062,32916,30947,22974,19539,3000,2000,1500,2000,0,8000,0
7564,340000,1,2,1,48,0,0,0,0,0,0,73627,75052,76022,76402,75356,76237,3870,3819,2823,2876,2853,2863,0
7567,50000,2,2,1,37,0,0,0,0,0,2,28522,29906,34057,34611,38359,37592,1849,5000,1417,4488,0,1540,0
7571,50000,1,3,1,42,0,0,0,0,0,0,50708,44610,44043,28557,27903,29164,1872,1566,983,1027,3000,999,0
7576,180000,2,2,2,39,0,0,0,0,0,0,166915,117351,115402,105844,98396,101390,6000,7030,8000,5396,5390,5006,0
7579,70000,1,2,1,38,0,0,0,0,0,0,52121,53235,52015,38985,36097,36995,1965,1995,1336,1430,1500,1292,0
7580,260000,2,1,2,36,1,2,2,2,2,2,2111,545,2332,1277,1996,1020,0,2007,0,1020,0,923,1
7583,1.00E+05,2,1,1,32,-1,-1,-1,-1,-1,0,380,380,380,380,425,1045,380,380,380,425,1000,0,1
7584,140000,2,2,1,39,0,0,0,0,0,0,133641,136663,137110,139761,137215,133572,7000,6010,6000,5400,5000,5200,0
7585,90000,2,2,2,28,1,2,2,2,0,0,83480,89264,89896,86706,87385,88351,8000,3000,0,3000,5000,5000,0
7590,50000,2,1,2,27,2,0,0,0,0,0,49296,50080,50725,43492,44377,41297,1881,1915,1472,4012,2008,10002,0
7591,70000,2,2,2,23,0,0,0,0,0,0,57034,58224,59158,60675,62047,65298,2700,2500,2500,2500,4300,3000,0
7592,170000,2,2,1,36,2,2,2,2,2,2,15031,16784,17711,17131,18197,18748,2500,1500,0,1500,1000,0,1
7593,30000,2,2,2,22,0,0,0,0,0,0,30719,30123,30112,26763,22303,24397,1900,1626,1267,766,10000,919,0
7595,50000,2,2,2,39,0,0,0,0,0,0,16729,17772,18419,18786,19187,17175,1620,1267,634,665,668,1000,0
7597,470000,2,2,1,35,0,0,0,0,0,0,64875,57920,59307,61500,59563,57368,2505,3000,3016,2200,3000,1600,0
7599,50000,1,2,2,26,2,-1,-1,-1,-1,-1,291,291,291,291,291,0,291,291,291,291,0,873,0
7604,90000,2,1,2,30,0,0,2,0,0,0,19003,21876,21231,22071,23211,23773,3500,0,1500,1500,1100,2100,0
7609,120000,2,2,2,33,1,-1,2,-1,3,2,0,974,194,1758,1450,520,974,0,1954,0,0,950,1
7612,80000,1,3,1,60,0,0,0,0,0,0,68085,70604,26890,27450,27634,28216,10000,1500,1000,1100,1041,1500,0
7613,250000,2,2,2,36,0,0,0,0,0,0,62131,63238,51547,48483,49553,49683,2741,1741,1824,1942,2100,1366,0
7615,50000,2,2,2,49,0,0,0,0,0,0,12272,7980,7959,8978,7357,7841,2005,2000,1019,3007,3008,5015,0
7616,30000,2,3,2,23,0,0,0,0,-1,-1,2277,3158,4080,5080,150,178,1078,1000,1000,150,178,300,0
7617,50000,1,3,1,51,2,0,0,0,0,0,55028,50184,50391,19867,20154,18732,3000,1600,1000,1000,1000,1000,1
7623,30000,2,1,2,23,0,0,0,0,0,0,18397,19789,21450,22391,23029,23745,2000,2000,1300,1000,1100,2000,0
7626,20000,2,3,3,48,0,0,0,0,0,0,19590,19120,18932,18749,18620,18668,1308,1593,800,700,741,531,0
7627,410000,1,1,1,42,0,0,0,0,0,0,27559,29866,32233,34450,36954,39251,3000,2800,3000,3000,3000,2000,0
7628,250000,1,1,1,41,-1,-1,-1,-1,-1,-1,390,390,390,1130,1683,2587,390,390,1130,1683,2587,0,1
7629,140000,2,2,2,27,2,0,0,0,0,0,136308,137077,138919,138035,138857,138894,5150,7750,5000,5379,5200,4850,1
7632,230000,2,2,1,28,-1,-1,-1,-1,-1,-1,1190,1716,0,1012,0,753,1716,0,1012,0,753,7600,0
7633,80000,1,3,2,33,0,0,2,2,2,2,30013,33514,34662,35784,37065,36320,4000,2000,2000,2000,0,3600,0
7636,50000,2,2,2,24,0,0,0,0,2,0,8587,9941,10950,11519,11191,11903,1500,1481,1050,0,903,333,0
7637,210000,2,2,2,28,0,0,0,0,0,0,145643,133339,137000,55855,58370,59537,4741,5778,1955,3370,1913,1998,0
7638,140000,2,1,2,27,0,0,0,0,0,0,135249,138577,141555,110852,113639,95052,5500,5700,4200,4700,3800,4000,0
7639,20000,1,3,2,32,0,0,0,0,2,2,4338,5355,6369,6891,6635,7287,1092,1106,628,0,762,0,0
7642,210000,1,2,2,27,0,0,0,0,0,0,30365,29858,30713,27644,26236,26312,1606,2000,1200,1200,1000,1000,0
7643,20000,1,2,2,34,0,0,0,0,0,0,36773,17288,16212,17567,16089,20743,3210,2000,1600,871,5214,300,0
7644,50000,2,2,2,24,0,0,0,0,0,2,45537,46601,47276,48224,48760,48382,2100,1760,1707,2602,1000,1640,0
7649,90000,2,3,1,42,0,0,0,0,0,0,14376,15374,11195,8948,9143,6003,1278,1086,581,273,227,162,0
7653,1.00E+05,2,2,1,38,0,0,0,0,0,2,84883,86616,88207,89428,95895,93092,4000,4500,3500,8000,4000,0,0
7655,30000,1,1,2,24,0,0,0,0,0,0,27576,27089,27986,28580,28649,29147,1500,1500,1050,1100,1000,2000,0
7657,180000,1,2,1,46,-1,-1,-1,-1,-1,-1,390,390,390,0,390,930,390,390,0,390,930,135,0
7659,80000,2,2,2,31,1,2,0,0,2,2,54207,52775,53906,60099,61402,60272,0,2000,7100,2400,0,4600,0
7673,3.00E+05,2,2,1,34,1,2,0,0,0,-1,6451,4828,6858,8048,1701,2920,0,4004,2000,0,2920,2282,1
7674,140000,2,2,1,35,0,0,0,0,0,-1,10215,14293,13035,5753,2296,1398,4293,1004,115,46,1398,6837,0
7677,40000,2,5,1,48,0,0,0,0,0,0,37896,40262,40370,39970,39970,0,3292,1400,0,0,0,0,0
7678,20000,2,3,1,23,0,0,0,0,2,2,20030,18808,17080,18293,18752,19195,1600,1300,1500,900,900,787,0
7679,90000,2,2,2,26,0,0,0,0,0,0,43310,40275,37800,37323,34396,34938,2500,3000,3000,2000,3000,3000,0
7680,50000,2,3,2,41,2,2,2,2,2,2,24064,24981,25473,25857,26298,25725,1600,1200,1100,1000,0,1948,1
